Unnamed: 0,text,code,task_id,modified
721,This is  a function to filter the height and width of students which are stored in a dictionary.,"```
#include <iostream>
#include <map>
#include <utility>

std::map<std::string, std::pair<double, int>> filter_data(const std::map<std::string, std::pair<double, int>>& data, double height, int weight) {
    std::map<std::string, std::pair<double, int>> filtered;
    for (const auto& entry : data) {
        if (entry.second.first >= height && entry.second.second >= weight) {
            filtered.insert(entry);
        }
    }
    return filtered;
}```",722,"[assert((filter_data({ {""Cierra Vega"", {6.2, 70}}, {""Alden Cantrell"", {5.9, 65}}, {""Kierra Gentry"", {6.0, 68}}, {""Pierre Cox"", {5.8, 66}} }, 6.0, 70) == std::map<std::string, std::pair<double, int>>{ {""Cierra Vega"", { 6.2, 70 }}}));, assert((filter_data({ {""Cierra Vega"", {6.2, 70}}, {""Alden Cantrell"", {5.9, 65}}, {""Kierra Gentry"", {6.0, 68}}, {""Pierre Cox"", {5.8, 66}} }, 5.9, 67) == std::map<std::string, std::pair<double, int>>{ {""Cierra Vega"", { 6.2, 70 }}, { ""Kierra Gentry"", {6.0, 68} }}));, assert((filter_data({ {""Cierra Vega"", {6.2, 70}}, {""Alden Cantrell"", {5.9, 65}}, {""Kierra Gentry"", {6.0, 68}}, {""Pierre Cox"", {5.8, 66}} }, 5.7, 64) == std::map<std::string, std::pair<double, int>>{ {""Cierra Vega"", { 6.2, 70 }}, { ""Alden Cantrell"", {5.9, 65} }, { ""Kierra Gentry"", {6.0, 68} }, { ""Pierre Cox"", {5.8, 66} }}));]"
722,This is  a function to count the same pair in two given lists using map function.,"```
#include <vector>
#include <algorithm>

int count_same_pair(const std::vector<int>& nums1, const std::vector<int>& nums2) {
    int result = std::count_if(nums1.begin(), nums1.end(), [&nums2, index = 0](int num) mutable {
        return num == nums2[index++];
        });
    return result;
}```",723,"[assert(count_same_pair({1, 2, 3, 4, 5, 6, 7, 8}, {2, 2, 3, 1, 2, 6, 7, 9}) == 4);, assert(count_same_pair({0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8}, {2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8}) == 11);, assert(count_same_pair({2, 4, -6, -9, 11, -12, 14, -5, 17}, {2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8}) == 1);]"
723,This is  a function to calculate the sum of all digits of the base to the specified power.,"```
#include <cassert>
#include <iostream>
#include <string>

int power_base_sum(int base, int power) {
    // Start with the base as a string for big number handling
    std::string result = ""1"";  // Initialize result as 1

    // Multiply result by base, power times
    for (int i = 0; i < power; ++i) {
        int carry = 0;
        for (int j = result.size() - 1; j >= 0; --j) {
            int digit = result[j] - 0;  // Convert char to int
            int product = digit * base + carry;
            result[j] = (product % 10) + 0;  // Store single digit in current place
            carry = product / 10;  // Carry over the rest
        }
        
        // If there is any carry left, append it to the result
        while (carry) {
            result = char(carry % 10 + 0) + result;
            carry /= 10;
        }
    }

    // Sum the digits of the result
    int sum = 0;
    for (char digit : result) {
        sum += digit - 0;  // Convert char to int
    }

    return sum;
}```",724,"[assert(power_base_sum(8, 10) == 37);]"
724,This is  a function to extract values between quotation marks of the given string by using regex.,"```
#include <iostream>
#include <string>
#include <vector>
#include <regex>
#include <cassert>

std::vector<std::string> extract_quotation(const std::string& text) {
    std::regex pattern(R""""(""(?:[^""\\]|\\.)*"")"""");
    std::smatch matches;
    std::vector<std::string> results;
    std::string::const_iterator searchStart(text.cbegin());

    while (std::regex_search(searchStart, text.cend(), matches, pattern)) {
        // Access the matched string directly
        std::string matched_str = matches[0].str();
        results.push_back(matched_str.substr(1, matched_str.length() - 2));
        searchStart = matches.suffix().first;
    }

    return results;
}```",725,"[assert((extract_quotation(""Cortex \\""A53\\"" Based \\""multi\\"" tasking \\""Processor\\"""") == std::vector<std::string>{""A53"", ""multi"", ""Processor""}));, assert((extract_quotation(""Cast your \\""favorite\\"" entertainment \\""apps\\"""") == std::vector<std::string>{""favorite"", ""apps""}));, assert((extract_quotation(""Watch content \\""4k Ultra HD\\"" resolution with \\""HDR 10\\"" Support"") == std::vector<std::string>{""4k Ultra HD"", ""HDR 10""}));]"
725,This is  a function to multiply the adjacent elements of the given tuple.,"```
#include <vector>
#include <tuple>

// Function to multiply adjacent elements in the vector
std::vector<int> multiply_elements(const std::vector<int> test_vec) {
    std::vector<int> res;
    for (size_t i = 0; i < test_vec.size() - 1; ++i) {
        res.push_back(test_vec[i] * test_vec[i + 1]);
    }
    return res;
}```",726,"[assert((multiply_elements({ 1, 5, 7, 8, 10 }) == std::vector<int>{5, 35, 56, 80}));, assert((multiply_elements({ 2, 4, 5, 6, 7 }) == std::vector<int>{8, 20, 30, 42}));, assert((multiply_elements({ 12, 13, 14, 9, 15 }) == std::vector<int>{156, 182, 126, 135}));]"
726,This is  a function to remove all characters except letters and numbers using regex,"```

#include <regex>
#include <string>

std::string remove_char(const std::string& S) {
    std::regex re(""[\\W_]+"");
    std::string result = std::regex_replace(S, re, """");
    return result; // returning an empty string as the second value
}```",727,"[assert(remove_char(""123abcjw:, .@! eiw"") == ""123abcjweiw"");, assert(remove_char(""Hello1234:, ! Howare33u"") == ""Hello1234Howare33u"");, assert(remove_char(""Cool543Triks@:, Make@987Trips"") == ""Cool543TriksMake987Trips"");]"
727,This is  a function to sum elements in two lists.,"```
#include <vector>

std::vector<int> sum_list(const std::vector<int> lst1, const std::vector<int> lst2) {
    std::vector<int> res_list(lst1.size());
    for (size_t i = 0; i < lst1.size(); ++i) {
        res_list[i] = lst1[i] + lst2[i];
    }
    return res_list;
}```",728,"[assert(sum_list({10,20,30}, {15,25,35}) == std::vector<int>{25,45,65});, assert(sum_list({1,2,3}, {5,6,7}) == std::vector<int>{6,8,10});, assert(sum_list({15,20,30}, {15,45,75}) == std::vector<int>{30,65,105});]"
728,This is  a function to add two lists using map and lambda function.,"```
#include <vector>
#include <algorithm>

std::vector<int> add_list(const std::vector<int>& nums1, const std::vector<int>& nums2) {
    std::vector<int> result(nums1.size());
    std::transform(nums1.begin(), nums1.end(), nums2.begin(), result.begin(), std::plus<int>());
    return result;
}
```",729,"[assert(add_list({1, 2, 3}, {4, 5, 6}) == std::vector<int>({5, 7, 9}));, assert(add_list({1, 2}, {3, 4}) == std::vector<int>({4, 6}));, assert(add_list({10, 20}, {50, 70}) == std::vector<int>({60, 90}));]"
729,This is  a function to remove consecutive duplicates of a given list.,"```

#include <vector>
#include <algorithm>

std::vector<int> consecutive_duplicates(const std::vector<int> nums) {
    std::vector<int> result;
    if (nums.empty()) return result;

    result.push_back(nums[0]);
    for (size_t i = 1; i < nums.size(); ++i) {
        if (nums[i] != nums[i - 1]) {
            result.push_back(nums[i]);
        }
    }
    return result;
}```",730,"[assert(consecutive_duplicates({ 0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4 }) == std::vector<int>({ 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 4 }));, assert(consecutive_duplicates({ 10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10 }) == std::vector<int>({ 10, 15, 19, 18, 17, 26, 17, 18, 10 }));, assert(consecutive_duplicates({ 5,5,5}) == std::vector<int>({5}));]"
730,This is  a function to find the lateral surface area of a cone.,"```
#include <cmath>
#include<cassert>

double lateralsurface_cone(double radius, double height) {
    return M_PI * radius * sqrt(radius * radius + height * height);
}```",731,"[assert(lateralsurface_cone(5, 12) == 204.20352248333654);, assert(lateralsurface_cone(10, 15) == 566.3586699569488);, assert(lateralsurface_cone(19, 17) == 1521.8090132193388);]"
731,"This is  a function to replace all occurrences of spaces, commas, or dots with a colon.","```
#include <cassert>
#include <string>
#include <sstream>

std::string replace_specialchar(const std::string &input) {
    std::string output;
    for (char c : input) {
        if (c ==   || c == ,) {
            output += :;
        } else {
            output += c;
        }
    }
    return output;
}
```",732,"[assert(replace_specialchar(""a b c,d e f"") == ""a:b:c:d:e:f"");, assert(replace_specialchar(""ram reshma,ram rahim"") == ""ram:reshma:ram:rahim"");]"
732,This is  a function to find the index of the first occurrence of a given number in a sorted array.,"```
#include <cassert>
#include <vector>

int find_first_occurrence(const std::vector<int>& arr, int target) {
    for (int i = 0; i < arr.size(); ++i) {
        if (arr[i] == target) {
            return i;
        }
    }
    return -1; // Return -1 if not found
}```",733,"[assert(find_first_occurrence({2, 5, 5, 5, 6, 6, 8, 9, 9, 9}, 5) == 1);, assert(find_first_occurrence({2, 3, 5, 5, 6, 6, 8, 9, 9, 9}, 5) == 2);, assert(find_first_occurrence({2, 4, 1, 5, 6, 6, 8, 9, 9, 9}, 6) == 4);]"
733,This is  a C++ function to find sum of products of all possible subarrays.,"```
#include <vector>

long long sum_Of_Subarray_Prod(std::vector<int> arr, int n) {
    long long ans = 0;
    long long res = 0;
    int i = n - 1;
    while (i >= 0) {
        long long incr = arr[i] * (1 + res);
        ans += incr;
        res = incr;
        i--;
    }
    return ans;// Assuming the second return value is not needed, returning 0 instead
}```",734,"[assert(sum_Of_Subarray_Prod({1, 2, 3}, 3) == 20);, assert(sum_Of_Subarray_Prod({1, 2}, 2) == 5);, assert(sum_Of_Subarray_Prod({1, 2, 3, 4}, 4) == 84);]"
734,This is  a C++ function to toggle bits of the number except the first and the last bit.,"```
#include <iostream>
using namespace std;

unsigned int set_middle_bits(unsigned int n) {
    n |= n >> 1; 
    n |= n >> 2; 
    n |= n >> 4; 
    n |= n >> 8; 
    n |= n >> 16;  
    return (n >> 1) ^ 1;
}

unsigned int toggle_middle_bits(unsigned int n) {
    if (n == 1) {
        return 1;
    }
    return n ^ set_middle_bits(n);
}
```",735,"[assert(toggle_middle_bits(9) == 15);, assert(toggle_middle_bits(10) == 12);, assert(toggle_middle_bits(11) == 13);]"
735,This is  a function to locate the left insertion point for a specified value in sorted order.,"```
#include <vector>

int left_insertion(const std::vector<int>& nums, int target) {
    int left = 0, right = nums.size();
    while (left < right) {
        int mid = left + (right - left) / 2;
        if (nums[mid] < target) {
            left = mid + 1;
        } else {
            right = mid;
        }
    }
    return left;
}```",736,"[assert(left_insertion({1, 2, 4, 5}, 6) == 4);, assert(left_insertion({1, 2, 4, 5}, 3) == 2);, assert(left_insertion({1, 2, 4, 5}, 7) == 4);]"
737,This is  a function to calculate the geometric sum of n-1.,"```
#include <cmath>

double geometric_sum(int n) {
    if (n < 0) {
        return 0;
    } else {
        return 1 / pow(2, n) + geometric_sum(n - 1);
    }
}
```",738,"[assert(geometric_sum(7) == 1.9921875);, assert(geometric_sum(4) == 1.9375);, assert(geometric_sum(8) == 1.99609375);]"
738,This is  a C++ function to find the index of smallest triangular number with n digits.,"```
#include <cmath>

int find_Index(int n) {
    double x = sqrt(2 * pow(10, (n - 1)));
    return round(x);
}
```",739,"[assert(find_Index(2) == 4);, assert(find_Index(3) == 14);, assert(find_Index(4) == 45);]"
739,This is  a function to convert the given tuple to a key-value dictionary using adjacent elements.,"```
#include <iostream>
#include <map>
#include <tuple>
#include <vector>

std::map<std::string, std::string> tuple_to_dict(const std::vector<std::string>& test_tup) {
    std::map<std::string, std::string> res;
    for (size_t idx = 0; idx < test_tup.size(); idx += 2) {
        if (idx + 1 < test_tup.size()) {
            res[test_tup[idx]] = test_tup[idx + 1];
        }
    }
    return res;
}```",740,"[assert((tuple_to_dict({ ""1"", ""5"", ""7"", ""10"", ""13"", ""5"" }) == std::map<std::string, std::string>{ {""1"", ""5""}, { ""7"", ""10"" }, { ""13"", ""5"" }}));, assert((tuple_to_dict({ ""1"", ""2"", ""3"", ""4"", ""5"", ""6"" }) == std::map<std::string, std::string>{ {""1"", ""2""}, { ""3"", ""4"" }, { ""5"", ""6"" }}));, assert((tuple_to_dict({ ""7"", ""8"", ""9"", ""10"", ""11"", ""12"" }) == std::map<std::string, std::string>{ {""7"", ""8""}, { ""9"", ""10"" }, { ""11"", ""12"" }}));]"
740,This is  a C++ function to check whether all the characters are same or not.,"```
#include <string>

bool all_Characters_Same(const std::string& s) {
    int n = s.length();
    for (int i = 1; i < n; i++) {
        if (s[i] != s[0]) {
            return false;
        }
    }
    return true;
}
```",741,"[assert(all_Characters_Same(""C++"") == false);, assert(all_Characters_Same(""aaa"") == true);, assert(all_Characters_Same(""data"") == false);]"
741,This is  a function to caluclate the area of a tetrahedron.,"```
#include <cmath>

double area_tetrahedron(double side) {
    double area = sqrt(3) * (side * side);
    return area;
}```",742,"[assert(area_tetrahedron(3) == 15.588457268119894);, assert(area_tetrahedron(20) == 692.8203230275509);, assert(area_tetrahedron(10) == 173.20508075688772);]"
742,This is  a function to rotate a given list by specified number of items to the right direction.,"```
#include <vector>
#include <cassert>
#include <algorithm>

std::vector<int> rotate_right(const std::vector<int>& arr, int k) {
    std::vector<int> result(arr);
    int length = arr.size();
    k = k % length; // Normalize k

    // Perform the rotation using std::rotate
    std::rotate(result.rbegin(), result.rbegin() + k, result.rend());

    return result;
}```",743,"[assert(rotate_right({ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 }, 4) == std::vector<int>({ 7, 8, 9, 10, 1, 2, 3, 4, 5, 6 }));, assert(rotate_right({ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 }, 2) == std::vector<int>({ 9, 10, 1, 2, 3, 4, 5, 6, 7, 8 }));, assert(rotate_right({ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 }, 5) == std::vector<int>({ 6, 7, 8, 9, 10, 1, 2, 3, 4, 5 }));]"
743,This is  a function to check if the given tuple has any none value or not.,"```
#include <cassert>
#include <iostream>

bool checkNone(int integers[], int size) {
    for (int i = 0; i < size; ++i) {
        if (integers[i] == -1) {  // Use -1 to simulate a ""null"" value
            return true;
        }
    }
    return false;
}```",744,"[assert(checkNone((int[]){10, 4, 5, 6, -1}, 5) == true);  // Use -1 as the sentinel value, assert(checkNone((int[]){7, 8, 9, 11, 14}, 5) == false);, assert(checkNone((int[]){1, 2, 3, 4, -1}, 5) == true);  // Use -1 as the sentinel value]"
744,This is  a function to find numbers within a given range where every number is divisible by every digit it contains.,"```
#include <vector>
#include <string>

std::vector<int> divisible_by_digits(int startnum, int endnum) {
    std::vector<int> result;
    for (int n = startnum; n <= endnum; ++n) {
        std::string str_n = std::to_string(n);
        bool divisible = true;
        for (char x : str_n) {
            int digit = x - 0;
            if (digit == 0 || n % digit != 0) {
                divisible = false;
                break;
            }
        }
        if (divisible) {
            result.push_back(n);
        }
    }
    return result;
}
```",745,"[assert((divisible_by_digits(1, 22) == std::vector<int>{1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22}));, assert((divisible_by_digits(1, 15) == std::vector<int>{1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15}));, assert((divisible_by_digits(20, 25) == std::vector<int>{22, 24}));]"
745,This is  a function to find area of a sector.,"```
#include <cassert>
#include<cmath>

int sector_area(double radius, double angle) {
    if (angle == 360) {
        return 0; // or appropriate value
    }
    return 0.5 * radius * radius * (angle * M_PI / 180);
}```",746,"[assert(sector_area(4, 45) == 6);, assert(sector_area(9, 45) == 31);, assert(sector_area(9, 360) == 0);]"
746,This is  a function to find the longest common subsequence for the given three string sequence.,"```
#include <iostream>
#include <vector>
using namespace std;

int lcs_of_three(string X, string Y, string Z, int m, int n, int o) {
    vector<vector<vector<int>>> L(m + 1, vector<vector<int>>(n + 1, vector<int>(o + 1, 0)));

    for (int i = 1; i <= m; i++) {
        for (int j = 1; j <= n; j++) {
            for (int k = 1; k <= o; k++) {
                if (X[i - 1] == Y[j - 1] && X[i - 1] == Z[k - 1]) {
                    L[i][j][k] = L[i - 1][j - 1][k - 1] + 1;
                }
                else {
                    L[i][j][k] = max(L[i - 1][j][k], max(L[i][j - 1][k], L[i][j][k - 1]));
                }
            }
        }
    }
    return L[m][n][o];
}```",747,"[assert(lcs_of_three(""AGGT12"", ""12TXAYB"", ""12XBA"", 6, 7, 5) == 2);, assert(lcs_of_three(""Reels"", ""Reelsfor"", ""ReelsforReels"", 5, 8, 13) == 5);, assert(lcs_of_three(""abcd1e2"", ""bc12ea"", ""bd1ea"", 7, 6, 5) == 3);urn 0;]"
